2024-09-13T16:17:33.159Z - IP: 51.208.59.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.038Z - IP: 101.124.49.140, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.038Z - IP: 6047:2ec6:db44:6ea:fe8a:8d6:3609:6ac0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.038Z - IP: 37.167.69.122, Status: Tráfego bloqueado: requisição de 4058B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.038Z - IP: 208.21.116.193, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.039Z - IP: c987:d7d0:1fcd:a49b:a112:9a76:69f0:e4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.039Z - IP: b829:e3f2:7052:ec96:6a2d:7b8a:eda1:446a, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.040Z - IP: 57.112.34.158, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.040Z - IP: 9353:250a:3ddc:e235:d0f0:6630:d30a:26f8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.040Z - IP: 102.132.184.11, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.040Z - IP: 217.119.19.158, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.041Z - IP: 206.0.66.76, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.042Z - IP: 87.244.210.77, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.042Z - IP: 185.200.193.25, Status: Tráfego bloqueado: origem do tráfego geolocalizada em país de risco., Severidade: 3
2024-09-13T16:17:35.042Z - IP: 139.67.30.201, Status: Tráfego bloqueado: requisição de 4044B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.042Z - IP: 14.240.3.123, Status: Tráfego bloqueado: requisição de 27863B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.043Z - IP: 193.206.235.29, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.043Z - IP: 144.133.24.184, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.043Z - IP: 79.204.155.139, Status: Tráfego bloqueado: requisição de 6297B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.044Z - IP: 60.25.88.137, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.044Z - IP: 4539:7c54:bdc6:16c:11f6:b16e:d01d:8306, Status: Tráfego bloqueado: requisição de 4368B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.044Z - IP: df8e:1a5b:18c5:94d8:9ad9:607e:1bad:1010, Status: Tráfego bloqueado: requisição de 4391B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.045Z - IP: 11.148.137.128, Status: Tráfego bloqueado: requisição de 4166B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.045Z - IP: 420e:2aac:4657:873:b75a:cca5:c6e8:8dd2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.046Z - IP: 147.41.40.18, Status: Tráfego bloqueado: requisição de 6514B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.046Z - IP: 24.203.45.79, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.047Z - IP: 13.55.238.148, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.047Z - IP: 170.50.89.2, Status: Tráfego bloqueado: requisição de 4754B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.047Z - IP: 192.19.249.147, Status: Tráfego bloqueado: requisição de 4840B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.048Z - IP: 171.40.165.112, Status: Tráfego bloqueado: requisição de 6589B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.048Z - IP: dc4f:32ba:7b76:52c2:d89c:2643:e4a6:1905, Status: Tráfego bloqueado: Path Traversal - /windows/win.ini, Severidade: 4
2024-09-13T16:17:35.048Z - IP: 50.241.143.10, Status: Tráfego bloqueado: requisição de 5994B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.049Z - IP: 215.12.107.208, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.049Z - IP: 186.99.89.94, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.049Z - IP: 42.152.88.7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.050Z - IP: 219.174.86.216, Status: Tráfego bloqueado: requisição de 4726B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.050Z - IP: bf5e:f583:9428:f9de:f56f:719f:b82d:feaf, Status: Tráfego bloqueado: requisição de 4128B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.054Z - IP: 86.165.224.121, Status: Tráfego bloqueado: requisição de 5311B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.055Z - IP: 113.19.13.53, Status: Tráfego bloqueado: requisição de 5257B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.055Z - IP: 1f14:2962:fab8:4728:1040:a62f:fc1d:4f29, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.056Z - IP: 99.70.17.201, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.056Z - IP: 124a:dddf:1208:268b:1e3d:bb33:da0c:3de7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.056Z - IP: 135.161.89.192, Status: Tráfego bloqueado: requisição de 4449B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.057Z - IP: 65.105.216.173, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.057Z - IP: 90.214.18.165, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.057Z - IP: 13.235.167.220, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.058Z - IP: 134.84.147.27, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.058Z - IP: 219.168.170.231, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.058Z - IP: 196.172.160.84, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.058Z - IP: 60.88.174.150, Status: Tráfego bloqueado: URL Encoding, Severidade: 4
2024-09-13T16:17:35.059Z - IP: 113.249.5.31, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.059Z - IP: 122.205.224.122, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.059Z - IP: 123.147.31.210, Status: Tráfego bloqueado: requisição de 6471B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.060Z - IP: 170.127.13.27, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.060Z - IP: 26.174.29.186, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.060Z - IP: 78.214.250.139, Status: Tráfego bloqueado: requisição de 6192B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.061Z - IP: 27.95.147.98, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.061Z - IP: 116.127.138.229, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.061Z - IP: 107.125.188.109, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.062Z - IP: 3d4:5f02:5925:6fa5:f4fa:ec09:627f:b33b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.062Z - IP: 36.143.121.122, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.064Z - IP: 133.157.216.48, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:35.064Z - IP: 76.143.2.64, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.065Z - IP: 157.2.11.246, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.065Z - IP: 8aae:daf9:6e47:fdc9:f393:8b81:a1b3:d16b, Status: Tráfego bloqueado: requisição de 4035B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.065Z - IP: 134.226.226.202, Status: Tráfego bloqueado: requisição de 4215B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.066Z - IP: 146.173.167.121, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.066Z - IP: 55.95.12.2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.066Z - IP: 156c:c1e4:6bae:90b6:eb03:931e:4a4e:9444, Status: Tráfego bloqueado: requisição de 5047B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.066Z - IP: 10.228.210.2, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.067Z - IP: bd62:136b:c6dd:b34a:f72a:2c4b:4e75:8aae, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.068Z - IP: a521:1362:1378:2e31:4e2b:1966:e7c:fc87, Status: Tráfego bloqueado: requisição de 5257B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.069Z - IP: 19.147.136.15, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.069Z - IP: 171.76.104.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.069Z - IP: 19.76.186.221, Status: Tráfego bloqueado: requisição de 5807B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.070Z - IP: 67b:1d9b:b261:a4dc:dd35:7ee1:6088:50b1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.070Z - IP: b500:1bd9:4703:6efd:f465:58b1:d045:ce1c, Status: Tráfego bloqueado: requisição de 13021B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.070Z - IP: 152.169.27.96, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.071Z - IP: e9a8:ff4d:e16d:de5c:b8ad:64e0:c6c2:758d, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.071Z - IP: 16.88.83.175, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.071Z - IP: 96.115.187.166, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.071Z - IP: 202.206.239.71, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.072Z - IP: 130.154.171.179, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.072Z - IP: 51ae:e8fe:1a54:ae76:3583:26a2:c47:c788, Status: Tráfego bloqueado: requisição de 5846B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.072Z - IP: 171.76.104.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.073Z - IP: 2322:a54e:efc0:737b:1722:d833:bae8:905d, Status: Tráfego bloqueado: requisição de 5829B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.073Z - IP: 92.126.154.181, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.073Z - IP: d62f:cde4:93d3:49f:b343:ada5:84b5:e87f, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.074Z - IP: eafe:1711:14fd:4a52:156f:e37c:e9b0:3fc6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.074Z - IP: 49.58.4.124, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.074Z - IP: 6704:ab1f:369:d446:3fbd:feb7:4419:557e, Status: Tráfego bloqueado: requisição de 5500B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.075Z - IP: 54.156.180.126, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.075Z - IP: 67bf:8513:d398:ca86:6195:e20c:3ad2:4402, Status: Tráfego bloqueado: requisição de 4885B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.075Z - IP: 108.94.147.180, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.075Z - IP: 117.145.254.207, Status: Tráfego bloqueado: requisição de 5038B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.076Z - IP: 19.143.51.102, Status: Tráfego bloqueado: requisição de 4214B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.076Z - IP: 65c7:1c4d:be17:c272:3c8d:3ae2:f219:5565, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.077Z - IP: eaca:71e1:b054:270d:a848:865c:636c:f3cd, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.077Z - IP: 114.153.112.80, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.077Z - IP: 7.115.227.49, Status: Tráfego bloqueado: requisição de 5871B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.078Z - IP: 42.93.188.149, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.078Z - IP: 1e24:2238:fd2e:83b7:72bb:438a:9c0:81f9, Status: Tráfego bloqueado: requisição de 4302B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.078Z - IP: 81.146.197.205, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.079Z - IP: 122.121.6.253, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.079Z - IP: 109.0.225.117, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.079Z - IP: abe:d958:1b81:c4c9:225e:6ec1:327e:bbf8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.080Z - IP: 3d4e:5124:c242:b46d:1275:7750:e44d:c9f6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.080Z - IP: 151.21.199.84, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.080Z - IP: 62.182.181.15, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.081Z - IP: 98.182.218.246, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.081Z - IP: 158.240.206.108, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.081Z - IP: 212.29.173.81, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.081Z - IP: 741b:f0a2:d621:e34d:89b0:943c:ff0b:62ef, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.082Z - IP: 205.248.208.46, Status: Tráfego bloqueado: requisição de 4840B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.082Z - IP: 53.101.96.166, Status: Tráfego bloqueado: requisição de 5776B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.082Z - IP: 159.168.200.38, Status: Tráfego bloqueado: requisição de 6608B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.083Z - IP: 23.157.81.211, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.083Z - IP: 8.84.119.17, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.083Z - IP: 38.12.148.132, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.085Z - IP: 67.74.90.103, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.085Z - IP: 50.241.143.10, Status: Tráfego bloqueado: requisição de 4586B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.086Z - IP: 6110:774c:8af4:2e83:a6ea:42e7:b49e:d4d5, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.086Z - IP: 98.197.20.168, Status: Tráfego bloqueado: requisição de 6511B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.087Z - IP: 171.76.104.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.087Z - IP: eea7:e28a:1670:99ec:ec84:6b90:69ff:4a52, Status: Tráfego bloqueado: requisição de 5060B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.087Z - IP: 150.79.75.158, Status: Tráfego bloqueado: requisição de 4345B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.087Z - IP: 117.149.149.255, Status: Tráfego bloqueado: requisição de 4139B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.088Z - IP: 172.73.227.140, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.088Z - IP: f81:cd4f:2c59:91f:c139:d3fb:4908:8c0f, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.088Z - IP: e04b:ec51:1f0d:3338:a920:dede:c115:651c, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:35.089Z - IP: 7.113.8.157, Status: Tráfego bloqueado: requisição de 6528B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.089Z - IP: 109.192.190.189, Status: Tráfego bloqueado: Exposure of .git/config, Severidade: 4
2024-09-13T16:17:35.089Z - IP: 125.83.235.2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.090Z - IP: 120.189.16.149, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.090Z - IP: a978:c90c:a543:af:b0f3:9174:2d9a:644e, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:35.090Z - IP: 86.248.156.68, Status: Tráfego bloqueado: requisição de 4258B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.091Z - IP: 121c:250:97e7:9200:299d:1fff:3d11:f013, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.091Z - IP: 155.73.144.225, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.092Z - IP: 11.148.137.128, Status: Tráfego bloqueado: requisição de 6046B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.092Z - IP: aa92:20:f17c:d68b:422f:2a1d:bbc0:f3f1, Status: Tráfego bloqueado: requisição de 6910B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.094Z - IP: 143.4.1.39, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:35.095Z - IP: 117.200.193.5, Status: Tráfego bloqueado: requisição de 4166B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.095Z - IP: 177.211.199.101, Status: Tráfego bloqueado: requisição de 4068B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.095Z - IP: 57.59.211.222, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.096Z - IP: 1a5a:168a:cdb3:6358:c2ec:86c9:967d:9c3e, Status: Tráfego bloqueado: requisição de 5986B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.096Z - IP: ddd3:93ad:a551:f1ae:252f:bb06:e174:4d23, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.096Z - IP: 114.121.254.60, Status: Tráfego bloqueado: requisição de 4901B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.097Z - IP: 48.248.129.95, Status: Tráfego bloqueado: requisição de 4957B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.097Z - IP: 85.236.44.4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.097Z - IP: 214.245.215.104, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.098Z - IP: 133.242.159.107, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.098Z - IP: dd24:aa7d:af7d:b263:9f7f:66f4:edef:c0f7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.098Z - IP: 209.11.130.38, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.099Z - IP: 99.206.144.239, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.099Z - IP: 55.155.142.51, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.099Z - IP: 8969:e9e4:3357:5c13:e4ce:819c:7063:115e, Status: Tráfego desconhecido permitido, Severidade: 0
